player_name,team,season,position
Ron Jaworski,PHI,1983,QB
Dan Pastorini,PHI,1983,QB
Dave Butz,WAS,1983,DL
Bill Whitaker,STL,1983,DB
Michael Haddix,PHI,1983,RB
Derrick Ramsey,OAK,1983,TE
Wilbert Montgomery,PHI,1983,RB
Hubie Oliver,PHI,1983,RB
Michael Williams,PHI,1983,RB
Paul Moyer,SEA,1983,DB
Dokie Williams,OAK,1983,WR
Stafford Mays,STL,1983,DL
Nolan Cromwell,LA,1983,DB
Charles Baker,STL,1983,LB
LeRoy Irvin,LA,1983,DB
Harold Carmichael,PHI,1983,WR
Melvin Hoover,PHI,1983,WR
Mike Quick,PHI,1983,WR
Ron Smith,PHI,1983,WR
Byron Williams,PHI,1983,WR
Dan Audick,STL,1983,OL
Joe Bostic,STL,1983,OL
Greg Best,PIT,1983,DB
Dan Dierdorf,STL,1983,OL
Harvey Clayton,PIT,1983,DB
Ron Johnson,PIT,1983,DB
Donnie Shell,PIT,1983,DB
Eugene Williams,SEA,1983,LB
Eric Williams,PIT,1983,DB
Dwayne Woodruff,PIT,1983,DB
Rusty Lisch,STL,1983,QB
Tom Beasley,PIT,1983,DL
Gary Dunn,PIT,1983,DL
Keith Gary,PIT,1983,DL
Clint Didier,WAS,1983,TE
Mel Owens,LA,1983,LB
Reggie McKenzie,SEA,1983,OL
Eric Williams,LA,1983,LB
Craig Bingham,PIT,1983,LB
Robin Cole,PIT,1983,LB
Russ Bolinger,LA,1983,OL
Bob Kohrs,PIT,1983,LB
Kent Hill,LA,1983,OL
Gary Kowalski,LA,1983,OL
Steve Bird,STL,1983,WR
Ted Watts,OAK,1983,DB
Curt Warner,SEA,1983,RB
Mike Shumann,STL,1983,WR
Steve Courson,PIT,1983,OL
Ken Thompson,STL,1983,WR
Cedric Brown,TB,1983,DB
Charle Young,SEA,1983,TE
Ted Petersen,PIT,1983,OL
Mike Webster,PIT,1983,OL
Blake Wingle,PIT,1983,OL
Sandy LaBeaux,TB,1983,DB
Mike Lansford,LA,1983,SPEC
Dwayne O'Steen,TB,1983,DB
Beasley Reece,TB,1983,DB
Rick Gervais,SF,1983,DB
Russell Davis,PIT,1983,RB
Franco Harris,PIT,1983,RB
Tim Harris,PIT,1983,RB
Henry Odom,PIT,1983,RB
Frank Pollard,PIT,1983,RB
Booker Reese,TB,1983,DL
Craig Colquitt,PIT,1983,SPEC
Jeff Simmons,LA,1983,WR
Craig Dunaway,PIT,1983,TE
Tim Fox,SD,1983,DB
Wayne Capers,PIT,1983,WR
Bob Gregor,SD,1983,DB
Greg Hawthorne,PIT,1983,WR
Cecil Johnson,TB,1983,LB
Ed Judie,TB,1983,LB
Quentin Lowry,TB,1983,LB
Danny Spradlin,TB,1983,LB
Henry Williams,SD,1983,DB
Mike Davis,OAK,1983,DB
Lester Hayes,OAK,1983,DB
Ken McAlister,SF,1983,LB
Bill Elko,SD,1983,DL
Blanchard Montgomery,SF,1983,LB
Jim Leonard,TB,1983,OL
Irvin Phillips,OAK,1983,DB
Todd Liebenstein,WAS,1983,DL
Ray Snell,TB,1983,OL
Kelly Thomas,TB,1983,OL
Howie Long,OAK,1983,DL
Linden King,SD,1983,LB
Jerry Golsteyn,TB,1983,QB
Derrie Nelson,SD,1983,LB
Dave Stalls,OAK,1983,DL
Jack Thompson,TB,1983,QB
Adger Armstrong,TB,1983,RB
Darryl Byrd,OAK,1983,LB
Tony Caldwell,OAK,1983,LB
Ted Hendricks,OAK,1983,LB
Earl Cooper,SF,1983,RB
Don Macek,SD,1983,OL
Bill Capece,TB,1983,SPEC
Frank Garcia,TB,1983,SPEC
Ed White,SD,1983,OL
Richard Bishop,LA,1983,DL
Charley Hannah,OAK,1983,OL
Jim Obradovich,TB,1983,TE
Henry Lawrence,OAK,1983,OL
Mickey Marvin,OAK,1983,OL
Gene Branton,TB,1983,WR
Ed Muransky,OAK,1983,OL
Jim Romano,OAK,1983,OL
Steve Sylvester,OAK,1983,OL
David Humm,OAK,1983,QB
Jim Plunkett,OAK,1983,QB
Marc Wilson,OAK,1983,QB
Vernon Dean,WAS,1983,DB
Curtis Jordan,WAS,1983,DB
Frank Hawkins,OAK,1983,RB
Derrick Jensen,OAK,1983,RB
Kenny King,OAK,1983,RB
Anthony Washington,WAS,1983,DB
Chester Willis,OAK,1983,RB
Chris Bahr,OAK,1983,SPEC
Wayne Smith,STL,1983,DB
Dave Brown,SEA,1983,DB
David Hughes,SEA,1983,RB
Al Baker,STL,1983,DL
Malcolm Barnwell,OAK,1983,WR
Cliff Branch,OAK,1983,WR
David Galloway,STL,1983,DL
Curtis Greer,STL,1983,DL
Keith Simpson,SEA,1983,DB
Pete Cronan,WAS,1983,LB
Dave Ahrens,STL,1983,LB
Eric Harris,LA,1983,DB
Quentin Lowry,WAS,1983,LB
Monte Jackson,LA,1983,DB
Manu Tuiasosopo,SEA,1983,DL
Bob Harris,STL,1983,LB
Ivory Sully,LA,1983,DB
Henry Williams,LA,1983,DB
Mike Williams,LA,1983,DB
Doug Barnett,LA,1983,DL
Preston Dennard,LA,1983,WR
George Starke,WAS,1983,OL
Reggie Doss,LA,1983,DL
Gary Jeter,LA,1983,DL
Joe Theismann,WAS,1983,QB
Carlos Scott,STL,1983,OL
Nick Giaquinto,WAS,1983,RB
George Andrews,LA,1983,LB
Howard Carson,LA,1983,LB
Jim Collins,LA,1983,LB
Carl Ekern,LA,1983,LB
Mark Jerue,LA,1983,LB
Matt Hernandez,SEA,1983,OL
Willard Harrell,STL,1983,RB
Randy Love,STL,1983,RB
Bob Pratt,SEA,1983,OL
Jim Youngblood,LA,1983,LB
Charlie Brown,WAS,1983,WR
Theotis Brown,SEA,1983,RB
Dennis Harrah,LA,1983,OL
Zachary Dixon,SEA,1983,RB
Dan Doornink,SEA,1983,RB
Leroy Jones,SD,1983,DL
Louie Kelcher,SD,1983,DL
John Ayers,SF,1983,OL
Doug Smith,LA,1983,OL
Vince Ferragamo,LA,1983,QB
Walt Downing,SF,1983,OL
Pat Tilley,STL,1983,WR
Allan Kennedy,SF,1983,OL
Chris Castor,SEA,1983,WR
Harold Jackson,SEA,1983,WR
Paul Johns,SEA,1983,WR
Barry Redden,LA,1983,RB
Sam Claphan,SD,1983,OL
John Misko,LA,1983,SPEC
Tim Collier,SF,1983,DB
Keith Butler,SEA,1983,LB
Johnny Ray Smith,TB,1983,DB
Tom Holmoe,SF,1983,DB
Michael Jackson,SEA,1983,LB
Hasson Arbubakrr,TB,1983,DL
George Farmer,LA,1983,WR
David Logan,TB,1983,DL
Bruce Mathison,SD,1983,QB
Fred Dean,SF,1983,DL
John Harty,SF,1983,DL
Pete Kugler,SF,1983,DL
Ken Greene,SD,1983,DB
Daryle Skaugstad,SF,1983,DL
Reuben Henderson,SD,1983,DB
Andy Hawkins,TB,1983,LB
Miles McPherson,SD,1983,DB
Darrell Pattillo,SD,1983,DB
Danny Walters,SD,1983,DB
Kellen Winslow,SD,1983,TE
Mark Murphy,WAS,1983,DB
Rick Ackerman,SD,1983,DL
Don Bailey,TB,1983,OL
Glenn Bujnoch,TB,1983,OL
Greg Williams,WAS,1983,DB
Gary Johnson,SD,1983,DL
Eddie McGill,STL,1983,TE
Don Dufek,SEA,1983,DB
Keena Turner,SF,1983,LB
Larry Evans,SD,1983,LB
Mike Green,SD,1983,LB
Tony McGee,WAS,1983,DL
Woodrow Lowe,SD,1983,LB
Elois Grooms,STL,1983,DL
Ray Preston,SD,1983,LB
Jeff Komlo,TB,1983,QB
Cliff Thrift,SD,1983,LB
Don Brown,SD,1983,OL
Rich Milot,WAS,1983,LB
Andrew Gissinger,SD,1983,OL
Michael Morton,TB,1983,RB
Andre Tyler,TB,1983,WR
Greg Gaines,SEA,1983,LB
Billy Shields,SD,1983,OL
Norris Thomas,TB,1983,DB
Mike Washington,TB,1983,DB
Dan Fouts,SD,1983,QB
Vince Williams,SF,1983,RB
Art Plunkett,STL,1983,OL
Mark Witte,TB,1983,TE
John Cappelletti,SD,1983,RB
Earnest Jackson,SD,1983,RB
Dwight Clark,SF,1983,WR
Chuck Muncie,SD,1983,RB
Virgil Seay,WAS,1983,WR
Rolf Benirschke,SD,1983,SPEC
Mike Wilson,SF,1983,WR
Earl Ferrell,STL,1983,RB
Victor Heflin,STL,1983,DB
John Sawyer,WAS,1983,TE
Monty Hunter,STL,1983,DB
Lee Nelson,STL,1983,DB
Benny Perrin,STL,1983,DB
George Schmitt,STL,1983,DB
Cullen Bryant,SEA,1983,RB
Perry Brooks,WAS,1983,DL
Gary Moten,SF,1983,LB
Tom Morris,TB,1983,DB
Joe Washington,WAS,1983,RB
John Harris,SEA,1983,DB
Gregg Johnson,SEA,1983,DB
Jeff West,SEA,1983,SPEC
Steve Wilson,TB,1983,OL
Keith Fahnhorst,SF,1983,OL
John Cannon,TB,1983,DL
Jeremiah Castille,TB,1983,DB
Kurt Allerman,STL,1983,LB
Mark Cotney,TB,1983,DB
Steve Largent,SEA,1983,WR
Jim Eliopulos,STL,1983,LB
Jim Hart,STL,1983,QB
Jack Reynolds,SF,1983,LB
Bill Dugan,SEA,1983,OL
Mark Hicks,SEA,1983,LB
Craig Shaffer,STL,1983,LB
Bruce Kimball,WAS,1983,OL
Randy Clark,STL,1983,OL
Otis Wonsley,WAS,1983,RB
Jimmie Giles,TB,1983,TE
Bruce Scholtz,SEA,1983,LB
Lee Roy Selmon,TB,1983,DL
Gary Wimmer,SEA,1983,LB
Steve August,SEA,1983,OL
Mark McGrath,WAS,1983,WR
Terdell Middleton,TB,1983,RB
Jeff Davis,TB,1983,LB
Ron Essink,SEA,1983,OL
Ken Coffey,WAS,1983,DB
Riki Ellison,SF,1983,LB
Mark Moseley,WAS,1983,SPEC
Mike Williams,WAS,1983,TE
Roy Simmons,WAS,1983,OL
Jim Zorn,SEA,1983,QB
Neil O'Donoghue,STL,1983,SPEC
Neal Olkewicz,WAS,1983,LB
Doug Marsh,STL,1983,TE
Mel Carver,TB,1983,RB
Lawrence Pillers,SF,1983,DL
Brian Carpenter,WAS,1983,DB
Gene Sanders,TB,1983,OL
Danny Pittman,STL,1983,WR
Mark Duda,STL,1983,DL
Neal Colzie,TB,1983,DB
Larry Kubin,WAS,1983,LB
Guy Benjamin,SF,1983,QB
Brad White,TB,1983,DL
John Holt,TB,1983,DB
Gerald Carter,TB,1983,WR
Jeff Stover,SF,1983,DL
Chet Parlavecchio,STL,1983,LB
Ken Huff,WAS,1983,OL
Tom Orosz,SF,1983,SPEC
Babe Laufenberg,WAS,1983,QB
Dave Stalls,TB,1983,DL
Alvin Garrett,WAS,1983,WR
Theo Bell,TB,1983,WR
Ed Judie,SF,1983,LB
Darius Durham,SF,1983,WR
Freddie Solomon,SF,1983,WR
Jeff Hayes,WAS,1983,SPEC
Neil Lomax,STL,1983,QB
Dave Stief,WAS,1983,DB
Carl Birdsong,STL,1983,SPEC
Russ Francis,SF,1983,TE
Richard Wood,TB,1983,LB
John Riggins,WAS,1983,RB
Terry Stieve,STL,1983,OL
Dave Reavis,TB,1983,OL
Kevin House,TB,1983,WR
Bob Holly,WAS,1983,QB
Mike Nelms,WAS,1983,DB
Vince Albritton,DAL,1984,DB
Raul Allegre,IND,1984,SPEC
Marcus Allen,OAK,1984,RB
John Alt,KC,1984,OL
Morten Andersen,NO,1984,SPEC
Alfred Anderson,MIN,1984,RB
Gary Anderson,PIT,1984,SPEC
Ottis Anderson,STL,1984,RB
David Archer,ATL,1984,QB
Billy Ard,NYG,1984,OL
Jim Arnold,KC,1984,SPEC
Mike Baab,CLE,1984,OL
Matt Bahr,CLE,1984,SPEC
Edwin Bailey,SEA,1984,OL
Brian Baldinger,DAL,1984,OL
Rich Baldinger,KC,1984,OL
Carl Banks,NYG,1984,LB
Chip Banks,CLE,1984,LB
Leo Barker,CIN,1984,LB
Bill Bates,DAL,1984,DB
Martin Bayless,BUF,1984,DB
Martin Bayless,STL,1984,DB
Mike Bell,KC,1984,DL
Dean Biasucci,IND,1984,SPEC
Guy Bingham,NYJ,1984,OL
Brian Blados,CIN,1984,OL
Mark Bortz,CHI,1984,OL
Jeff Bostic,WAS,1984,OL
Ed Brady,LA,1984,LB
Jim Breech,CIN,1984,SPEC
Brian Brennan,CLE,1984,WR
Hoby Brenner,NO,1984,TE
Stan Brock,NO,1984,OL
James Brooks,CIN,1984,RB
Mark Brown,MIA,1984,LB
Robert Brown,GB,1984,DL
Joey Browner,MIN,1984,DB
Rick Bryan,ATL,1984,DL
Jeff Bryant,SEA,1984,DL
Maury Buford,SD,1984,SPEC
Lloyd Burruss,KC,1984,DB
Jim Burt,NYG,1984,DL
Blair Bush,SEA,1984,OL
Bobby Butler,ATL,1984,DB
Earnest Byner,CLE,1984,RB
Gill Byrd,SD,1984,DB
Kevin Call,IND,1984,OL
Rich Camarillo,NE,1984,SPEC
Mark Cannon,GB,1984,OL
Alphonso Carreker,GB,1984,DL
Scott Case,ATL,1984,DB
Matt Cavanaugh,SF,1984,QB
Jeff Chadwick,DET,1984,WR
Deron Cherry,KC,1984,DB
Ken Clarke,PHI,1984,DL
Raymond Clayborn,NE,1984,DB
Mark Clayton,MIA,1984,WR
Kyle Clifton,NYJ,1984,LB
Mike Cofer,DET,1984,DL
Monte Coleman,WAS,1984,LB
Darren Comeaux,DEN,1984,LB
Johnie Cooks,IND,1984,LB
Jim Covert,CHI,1984,OL
Arthur Cox,ATL,1984,TE
Roger Craig,SF,1984,RB
Eugene Daniel,IND,1984,DB
Doug Dawson,STL,1984,OL
Steve DeBerg,TB,1984,QB
Al Del Greco,GB,1984,SPEC
Richard Dent,CHI,1984,DL
Steve DeOssie,DAL,1984,LB
Eric Dickerson,LA,1984,RB
Jeff Donaldson,HOU,1984,DB
Ray Donaldson,IND,1984,OL
Chris Dressel,HOU,1984,TE
Mark Duper,MIA,1984,WR
Henry Ellard,LA,1984,WR
John Elway,DEN,1984,QB
Boomer Esiason,CIN,1984,QB
Sean Farrell,TB,1984,OL
Paul Farren,CLE,1984,OL
Grant Feasel,IND,1984,OL
Grant Feasel,MIN,1984,OL
Roy Foster,MIA,1984,OL
William Frizzell,DET,1984,DB
Irving Fryar,NE,1984,WR
Shaun Gayle,CHI,1984,DB
Jumpy Geathers,NO,1984,DL
Dennis Gentry,CHI,1984,RB
Nesby Glasgow,IND,1984,DB
Darryl Grant,WAS,1984,DL
Darrell Green,WAS,1984,DB
Hugh Green,TB,1984,LB
Jacob Green,SEA,1984,DL
Roy Green,STL,1984,WR
Randy Grimes,TB,1984,OL
Russ Grimm,WAS,1984,OL
John Grimsley,HOU,1984,LB
Ron Hallstrom,GB,1984,OL
Harry Hamilton,NYJ,1984,DB
Brian Hansen,NO,1984,SPEC
Johnny Hector,NYJ,1984,RB
Ron Heller,TB,1984,OL
Mark Herrmann,IND,1984,QB
Jay Hilgenberg,CHI,1984,OL
Joel Hilgenberg,NO,1984,OL
Drew Hill,LA,1984,WR
Bryan Hinkle,PIT,1984,LB
Chris Hinton,IND,1984,OL
Terry Hoage,NO,1984,DB
Rodney Holman,CIN,1984,TE
Pete Holohan,SD,1984,TE
Wes Hopkins,PHI,1984,DB
Mike Horan,PHI,1984,SPEC
Ray Horton,CIN,1984,DB
Jeff Hostetler,NYG,1984,QB
Tunch Ilkin,PIT,1984,OL
Tim Irwin,MIN,1984,OL
Rickey Jackson,NO,1984,LB
Joe Jacoby,WAS,1984,OL
Jim Jeffcoat,DAL,1984,DL
Stanford Jennings,CIN,1984,RB
Jim Jensen,MIA,1984,WR
Ezra Johnson,GB,1984,DL
Norm Johnson,SEA,1984,SPEC
James Jones,DET,1984,RB
Sean Jones,OAK,1984,DL
Steve Jordan,MIN,1984,TE
E.J. Junior,STL,1984,LB
Trey Junkin,BUF,1984,LB
Trey Junkin,WAS,1984,LB
Kani Kauahi,SEA,1984,OL
Clarence Kay,DEN,1984,TE
Jeff Kemp,LA,1984,QB
Mike Kenn,ATL,1984,OL
John Kidd,BUF,1984,SPEC
Blair Kiel,TB,1984,QB
Bruce Kozerski,CIN,1984,OL
Dave Krieg,SEA,1984,QB
Tim Krumrie,CIN,1984,DL
Gary Kubiak,DEN,1984,QB
Ken Lanier,DEN,1984,OL
Paul Lankford,MIA,1984,DB
Pat Leahy,NYJ,1984,SPEC
Carl Lee,MIN,1984,DB
Mark Lee,GB,1984,DB
Ronnie Lee,MIA,1984,OL
Albert Lewis,KC,1984,DB
Leo Lewis,MIN,1984,WR
Adam Lingner,KC,1984,OL
Ronnie Lippett,NE,1984,DB
Louis Lipps,PIT,1984,WR
Dave Little,KC,1984,TE
David Little,PIT,1984,LB
Eugene Lockhart,DAL,1984,LB
James Lofton,GB,1984,WR
Terry Long,PIT,1984,OL
Ronnie Lott,SF,1984,DB
Nick Lowery,KC,1984,SPEC
Dave Lutz,KC,1984,OL
Robert Lyles,HOU,1984,LB
Bill Maas,KC,1984,DL
Cedric Mack,STL,1984,DB
Dexter Manley,WAS,1984,DL
Charles Mann,WAS,1984,DL
Dan Marino,MIA,1984,QB
Fred Marion,NE,1984,DB
Leonard Marshall,NYG,1984,DL
Wilber Marshall,CHI,1984,LB
Chris Martin,MIN,1984,LB
Eugene Marve,BUF,1984,LB
Bruce Matthews,HOU,1984,OL
Clay Matthews,CLE,1984,LB
Mark May,WAS,1984,OL
Mike McDonald,LA,1984,LB
Reggie McElroy,NYJ,1984,OL
Vann McElroy,OAK,1984,DB
Buford McGee,SD,1984,RB
Guy McIntyre,SF,1984,OL
Dennis McKnight,SD,1984,OL
Jim McMahon,CHI,1984,QB
Steve McMichael,CHI,1984,DL
Freeman McNeil,NYJ,1984,RB
Bruce McNorton,DET,1984,DB
Johnny Meads,HOU,1984,LB
Karl Mecklenburg,DEN,1984,LB
Greg Meisner,LA,1984,DL
Mike Merriweather,PIT,1984,LB
Pete Metzelaars,SEA,1984,TE
Bryan Millard,SEA,1984,OL
Matt Millen,OAK,1984,LB
Brett Miller,ATL,1984,OL
Frank Minnifield,CLE,1984,DB
Stump Mitchell,STL,1984,RB
Art Monk,WAS,1984,WR
Joe Montana,SF,1984,QB
Warren Moon,HOU,1984,QB
Joe Morris,NYG,1984,RB
Don Mosebar,OAK,1984,OL
Zeke Mowatt,NYG,1984,TE
Mike Mularkey,MIN,1984,TE
Mike Munchak,HOU,1984,OL
Anthony Munoz,CIN,1984,OL
Eddie Murray,DET,1984,SPEC
Joe Nash,SEA,1984,DL
Darrin Nelson,MIN,1984,RB
Vince Newsome,LA,1984,DB
Niko Noga,STL,1984,LB
Ken O'Brien,NYJ,1984,QB
Cliff Odom,IND,1984,LB
Stephone Paige,KC,1984,WR
Tony Paige,NYJ,1984,RB
Irvin Pankey,LA,1984,OL
Bubba Paris,SF,1984,OL
Elvis Patterson,NYG,1984,DB
Steve Pelluer,DAL,1984,QB
Bill Pickel,OAK,1984,DL
Mike Pitts,ATL,1984,DL
John Rade,ATL,1984,LB
Scott Radecic,KC,1984,LB
Gary Reasons,NYG,1984,LB
Mike Reichenbach,PHI,1984,LB
Bruce Reimers,CIN,1984,OL
Johnny Rembert,NE,1984,LB
Ed Reynolds,NE,1984,LB
Allen Rice,MIN,1984,RB
Gerald Riggs,ATL,1984,RB
Jim Ritcher,BUF,1984,OL
Ron Rivera,CHI,1984,LB
Randy Robbins,DEN,1984,DB
Tootie Robbins,STL,1984,OL
William Roberts,NYG,1984,OL
Mark Robinson,KC,1984,DB
Reggie Roby,MIA,1984,SPEC
Kevin Ross,KC,1984,DB
Jeff Rutledge,NYG,1984,QB
Pat Ryan,NYJ,1984,QB
Harvey Salem,HOU,1984,OL
Eric Sanders,ATL,1984,OL
Jesse Sapolu,SF,1984,OL
Adam Schreiber,SEA,1984,OL
Jay Schroeder,WAS,1984,QB
Sam Seale,OAK,1984,WR
Luis Sharpe,STL,1984,OL
Mickey Shuler,NYJ,1984,TE
Phil Simms,NYG,1984,QB
Mike Singletary,CHI,1984,LB
Paul Skansi,SEA,1984,WR
Jackie Slater,LA,1984,OL
Fred Smerlas,BUF,1984,DL
Billy Ray Smith Jr.,SD,1984,LB
Dennis Smith,DEN,1984,DB
Leonard Smith,STL,1984,DB
Brian Sochia,HOU,1984,DL
Ron Solt,IND,1984,OL
Rohn Stark,IND,1984,SPEC
Dean Steinkuhler,HOU,1984,OL
Thomas Strauthers,PHI,1984,DL
Jim Sweeney,NYJ,1984,OL
Darryl Talley,BUF,1984,LB
Lawrence Taylor,NYG,1984,LB
Terry Taylor,SEA,1984,DB
Donnell Thompson,IND,1984,DL
John Tice,NO,1984,TE
Mike Tice,SEA,1984,TE
Andre Tippett,NE,1984,LB
Greg Townsend,OAK,1984,DL
Mark Tuinei,DAL,1984,DL
Keith Uecker,GB,1984,OL
Keith Van Horne,CHI,1984,OL
Everson Walls,DAL,1984,DB
Michael Walter,SF,1984,LB
Don Warren,WAS,1984,TE
Frank Warren,NO,1984,DL
Lionel Washington,STL,1984,DB
Andre Waters,PHI,1984,DB
Dave Waymer,NO,1984,DB
Clarence Weathers,NE,1984,WR
Ed West,GB,1984,TE
Mike Wilcher,LA,1984,LB
Jim Wilks,NO,1984,DL
Eric Williams,DET,1984,DL
Jamie Williams,HOU,1984,TE
Lee Williams,SD,1984,DL
Perry Williams,NYG,1984,DB
Keith Willis,PIT,1984,DL
Wade Wilson,MIN,1984,QB
Craig Wolfley,PIT,1984,OL
Jim Britt,ATL,1984,DB
Ricky Hunley,DEN,1984,LB
Tom Jackson,DEN,1984,LB
Blane Gaison,ATL,1984,DB
Steve Haworth,ATL,1984,DB
Kenny Johnson,ATL,1984,DB
Tom Pridemore,ATL,1984,DB
Gerald Small,ATL,1984,DB
Dan Benish,ATL,1984,DL
Mark Cooper,DEN,1984,OL
Gary Burley,ATL,1984,DL
Roy Harris,ATL,1984,DL
Winford Hood,DEN,1984,OL
Andrew Provence,ATL,1984,DL
Don Smith,ATL,1984,DL
Jeff Yeates,ATL,1984,DL
Thomas Benson,ATL,1984,LB
Buddy Curry,ATL,1984,LB
David Frye,ATL,1984,LB
Jeff Jackson,ATL,1984,LB
Fulton Kuykendall,ATL,1984,LB
Dave Levenick,ATL,1984,LB
Rydell Malancon,ATL,1984,LB
Rick Parros,DEN,1984,RB
Al Richardson,ATL,1984,LB
Johnny Taylor,ATL,1984,LB
Warren Bryant,ATL,1984,OL
Mike Chapman,ATL,1984,OL
Dan Dufour,ATL,1984,OL
John Sawyer,DEN,1984,TE
Don Summers,DEN,1984,TE
Joseph Pellegrini,ATL,1984,OL
Ray Alexander,DEN,1984,WR
John Scully,ATL,1984,OL
R.C. Thielemann,ATL,1984,OL
Jeff Van Note,ATL,1984,OL
Zach Thomas,DEN,1984,WR
Steve Bartkowski,ATL,1984,QB
Bob Holly,ATL,1984,QB
Mike Moroski,ATL,1984,QB
Cliff Austin,ATL,1984,RB
Lynn Cain,ATL,1984,RB
Al Latimer,DET,1984,DB
Sylvester Stamps,ATL,1984,RB
Rodney Tate,ATL,1984,RB
Tim Tyrrell,ATL,1984,RB
Richard Williams,ATL,1984,RB
Ralph Giacomarro,ATL,1984,SPEC
Mick Luckhurst,ATL,1984,SPEC
Cliff Benson,ATL,1984,TE
Curtis Green,DET,1984,DL
Mike Landrum,ATL,1984,TE
Allama Matthews,ATL,1984,TE
Stacey Bailey,ATL,1984,WR
Willie Curran,ATL,1984,WR
Floyd Hodge,ATL,1984,WR
Alfred Jackson,ATL,1984,WR
Billy Johnson,ATL,1984,WR
Virgil Seay,ATL,1984,WR
Perry Tuttle,ATL,1984,WR
Terry Tautolo,DET,1984,LB
Rodney Bellinger,BUF,1984,DB
Brian Carpenter,BUF,1984,DB
Steve Freeman,BUF,1984,DB
Rod Hill,BUF,1984,DB
Lawrence Johnson,BUF,1984,DB
Rod Kush,BUF,1984,DB
Charles Romes,BUF,1984,DB
Lucious Smith,BUF,1984,DB
Gary Thompson,BUF,1984,DB
Marco Tongue,BUF,1984,DB
Len Walterscheid,BUF,1984,DB
Don Wilson,BUF,1984,DB
Bill Acker,BUF,1984,DL
Leroy Howell,BUF,1984,DL
Ken Johnson,BUF,1984,DL
Sean McNanie,BUF,1984,DL
Dean Prater,BUF,1984,DL
Dave D'Addio,DET,1984,RB
Scott Virkus,BUF,1984,DL
Ben Williams,BUF,1984,DL
Joe Azelby,BUF,1984,LB
Stan David,BUF,1984,LB
Jim Haslett,BUF,1984,LB
Ernest Gibson,NE,1984,DB
Chris Keating,BUF,1984,LB
Reese McCall,DET,1984,TE
Mark Merrill,BUF,1984,LB
Steve Potter,BUF,1984,LB
Lucius Sanford,BUF,1984,LB
Pete Mandley,DET,1984,WR
Al Wenglikowski,BUF,1984,LB
Jon Borchardt,BUF,1984,OL
Justin Cross,BUF,1984,OL
Joe Devlin,BUF,1984,OL
Will Grant,BUF,1984,OL
Ken Jones,BUF,1984,OL
Tom Lynch,BUF,1984,OL
Daryll Jones,GB,1984,DB
Tim Vogler,BUF,1984,OL
Joe Dufek,BUF,1984,QB
Joe Ferguson,BUF,1984,QB
Matt Kofler,BUF,1984,QB
Greg Bell,BUF,1984,RB
Booker Moore,BUF,1984,RB
Speedy Neal,BUF,1984,RB
Robb Riddick,BUF,1984,RB
Van Williams,BUF,1984,RB
Joe Danelo,BUF,1984,SPEC
Charles Martin,GB,1984,DL
Chuck Nelson,BUF,1984,SPEC
Buster Barnett,BUF,1984,TE
Mark Brammer,BUF,1984,TE
Tony Hunter,BUF,1984,TE
Ulysses Norris,BUF,1984,TE
Mitchell Brookins,BUF,1984,WR
Julius Dawkins,BUF,1984,WR
Preston Dennard,BUF,1984,WR
Byron Franklin,BUF,1984,WR
John Mistler,BUF,1984,WR
Mike Mosley,BUF,1984,WR
Joseph Smith,BUF,1984,WR
Craig White,BUF,1984,WR
Todd Bell,CHI,1984,DB
Dave Duerson,CHI,1984,DB
Gary Fencik,CHI,1984,DB
Jeff Fisher,CHI,1984,DB
Leslie Frazier,CHI,1984,DB
Larry McCarren,GB,1984,OL
Kevin Potter,CHI,1984,DB
Mike Richardson,CHI,1984,DB
Terry Schmidt,CHI,1984,DB
Rich Campbell,GB,1984,QB
Dan Hampton,CHI,1984,DL
Mike Hartenstine,CHI,1984,DL
Tyrone Keys,CHI,1984,DL
Ray Crouse,GB,1984,RB
Jim Osborne,CHI,1984,DL
Henry Waechter,CHI,1984,DL
Brian Cabral,CHI,1984,LB
Al Harris,CHI,1984,LB
Jimmy Smith,GB,1984,RB
Dan Rains,CHI,1984,LB
Eddie Garcia,GB,1984,SPEC
Bucky Scribner,GB,1984,SPEC
Otis Wilson,CHI,1984,LB
Tom Andrews,CHI,1984,OL
Kurt Becker,CHI,1984,OL
Tony Elliott,NO,1984,DL
Ron Cassidy,GB,1984,WR
Rob Fada,CHI,1984,OL
Andy Frederick,CHI,1984,OL
Don Thorp,NO,1984,DL
Stefan Humphries,CHI,1984,OL
Patrick Allen,HOU,1984,DB
Bob Avellini,CHI,1984,QB
Steve Fuller,CHI,1984,QB
Greg Landry,CHI,1984,QB
Rusty Lisch,CHI,1984,QB
Carter Hartwig,HOU,1984,DB
Mike Kennedy,HOU,1984,DB
Anthony Hutchison,CHI,1984,RB
Donald Jordan,CHI,1984,RB
Walter Payton,CHI,1984,RB
Matt Suhey,CHI,1984,RB
Calvin Thomas,CHI,1984,RB
Dave Finzer,CHI,1984,SPEC
Bob Thomas,CHI,1984,SPEC
Pat Dunsmore,CHI,1984,TE
Mitch Krenk,CHI,1984,TE
Emery Moorehead,CHI,1984,TE
Jay Saldi,CHI,1984,TE
Brad Anderson,CHI,1984,WR
Brian Baschnagel,CHI,1984,WR
Jack Cameron,CHI,1984,WR
Willie Gault,CHI,1984,WR
Dennis McKinnon,CHI,1984,WR
Ralph Battle,CIN,1984,DB
Louis Breeden,CIN,1984,DB
